OrderID,OrderDate,Region,SalesRep,Customer,Product,Category,UnitPrice,Quantity,Discount,Cost,Status
SO-10417,2024-06-28,East,Sofia Lindqvist,Massive Dynamic Industries,Wireless Mouse,Accessories,39,1,0.1,21.45,Closed Won
SO-10866,2024-06-28,South,Yara Haddad,Black Mesa Ltd,Mechanical Keyboard,Accessories,119,3,0.1,65.45,Closed Won
SO-10222,2024-06-29,North,Priya Sharma,Gringotts LLC,Wireless Mouse,Accessories,39,2,0.0,21.45,Closed Won
SO-11374,2024-06-29,South,Tom Nguyen,Vandelay Corp,Premium Support,Services,899,2,0.0,359.6,Closed Won
SO-11960,2024-06-29,North,Priya Sharma,Initech Industries,Data Migration,Services,1200,8,0.0,480.0,Closed Won
SO-10366,2024-06-30,North,Anna Becker,Initech Industries,Webcam HD,Accessories,89,2,0.0,48.95,Closed Won
SO-10735,2024-06-30,West,Hannah Cohen,Wayne Holdings,Setup Service,Services,249,3,0.0,99.6,Closed Won
SO-10750,2024-06-30,West,Jin Wei,Massive Dynamic Industries,Project Tracker,Software,129,15,0.15,38.7,Closed Won
SO-10109,2024-07-01,West,Carlos Mendes,Rekall Group,USB-C Hub,Accessories,59,2,0.0,32.45,Closed Won
SO-10236,2024-07-01,Central,Eva Schmidt,Stark Corp,Headset Pro,Accessories,149,1,0.1,81.95,Closed Won
SO-10506,2024-07-01,East,Sofia Lindqvist,Stark Partners,"Monitor 27""",Hardware,329,5,0.0,236.88,Closed Won
SO-10899,2024-07-01,South,Yara Haddad,Tyrell LLC,"Monitor 27""",Hardware,329,1,0.15,236.88,Refunded
SO-11622,2024-07-01,East,Sofia Lindqvist,Massive Dynamic Corp,Headset Pro,Accessories,149,10,0.05,81.95,Closed Won
SO-10084,2024-07-02,Central,Olivia Brown,Soylent Group,Mechanical Keyboard,Accessories,119,8,0.05,65.45,Closed Won
SO-10933,2024-07-02,South,Tom Nguyen,Tyrell Partners,Laptop Pro 14,Hardware,1299,3,0.05,935.28,Closed Won
SO-10048,2024-07-03,East,Daniel Park,  Rekall Corp ,Premium Support,Services,899,2,0.0,359.6,Pending
SO-10324,2024-07-03,South,Yara Haddad,Gringotts LLC,USB-C Hub,Accessories,59,1,0.0,32.45,Closed Won
SO-11636,2024-07-03,Central,Ravi Patel,Weyland GmbH,Docking Station,Hardware,189,4,0.05,136.08,Pending
SO-10317,2024-07-04,North,Priya Sharma,Vandelay Corp,Onsite Training,Services,1500,1,0.15,600.0,Closed Won
SO-10779,2024-07-04,South,Marco Rossi,Aperture Partners,Project Tracker,Software,129,2,0.05,38.7,Pending
SO-10600,2024-07-05,Central,Eva Schmidt,Aperture Partners,"Monitor 32""",Hardware,549,2,0.2,395.28,Closed Won
SO-10640,2024-07-05,West,Carlos Mendes,Massive Dynamic Corp,Mechanical Keyboard,Accessories,119,1,0.05,65.45,Closed Won
SO-11595,2024-07-05,Central,Ravi Patel,Wonka Industries,Laptop Pro 14,Hardware,1299,1,0.2,935.28,Closed Won
SO-11958,2024-07-05,Central,Ravi Patel,Vandelay Industries,Antivirus 1y,Software,49,2,0.0,14.7,Closed Won
SO-10015,2024-07-06,Central,Ravi Patel,Soylent Partners,Headset Pro,Accessories,149,2,0.05,81.95,Pending
SO-10701,2024-07-06,South,Tom Nguyen,Gringotts Corp,Data Migration,Services,1200,3,0.0,480.0,Closed Won
SO-10729,2024-07-06,East,Sofia Lindqvist,Wonka Ltd,Setup Service,Services,249,2,0.0,99.6,Closed Won
SO-11480,2024-07-06,West,Hannah Cohen,Wonka LLC,USB-C Hub,Accessories,59,4,0.1,32.45,Closed Won
SO-11007,2024-07-09,West,Carlos Mendes,Wonka Industries,Setup Service,Services,249,2,0.15,99.6,Closed Won
SO-11145,2024-07-09,East,Amaya Suzuki,Massive Dynamic Corp,Data Migration,Services,1200,10,0.0,480.0,Closed Won
SO-11677,2024-07-09,North,Anna Becker,Aperture GmbH,Setup Service,Services,249,2,0.1,99.6,Closed Won
SO-10292,2024-07-10,Central,Olivia Brown,Massive Dynamic Ltd,Premium Support,Services,899,5,0.0,359.6,Closed Won
SO-11022,2024-07-10,East,Sofia Lindqvist,Globex Group,Project Tracker,Software,129,2,0.0,38.7,Closed Won
SO-11635,2024-07-11,Central,Eva Schmidt,Tyrell Ltd,VPN 1y,Software,69,1,0.15,20.7,Pending
SO-11665,2024-07-11,North,Priya Sharma,Tyrell Partners,"Monitor 32""",Hardware,549,1,0.15,395.28,Closed Won
SO-10643,2024-07-12,North,Liam O'Connor,Globex GmbH,Office Suite,Software,199,4,0.15,59.7,Closed Won
SO-10990,2024-07-13,East,Amaya Suzuki,Soylent Partners,Laptop Pro 14,Hardware,1299,2,0.1,935.28,Closed Won
SO-11110,2024-07-13,South,Yara Haddad,Tyrell Ltd,Project Tracker,Software,129,1,0.0,38.7,Closed Won
SO-11800,2024-07-14,Central,Ravi Patel,Wayne Corp,Design Suite,Software,599,5,0.0,179.7,Refunded
SO-10500,2024-07-15,Central,Olivia Brown,Initech Ltd,Laptop Pro 14,Hardware,1299,4,0.1,935.28,Closed Won
SO-10782,2024-07-15,East,Amaya Suzuki,Umbrella Holdings,Data Migration,Services,1200,2,0.0,480.0,Closed Won
SO-10860,2024-07-15,North,Liam O'Connor,Rekall Group,Project Tracker,Software,129,5,0.15,38.7,Closed Won
SO-11001,2024-07-15,Central,Ravi Patel,Vandelay LLC,Project Tracker,Software,129,5,0.0,38.7,Closed Won
SO-10279,2024-07-16,North,Priya Sharma,Massive Dynamic Ltd,"Monitor 32""",Hardware,549,2,0.0,395.28,Cancelled
SO-10559,2024-07-16,East,Sofia Lindqvist,Initech Industries,"Monitor 32""",Hardware,549,3,0.0,395.28,Pending
SO-10725,2024-07-16,East,Amaya Suzuki,Soylent Partners,Docking Station,Hardware,189,3,0.0,136.08,Closed Won
SO-10840,2024-07-16,Central,Ravi Patel,Tyrell LLC,Design Suite,Software,599,5,0.0,179.7,Closed Won
SO-11618,2024-07-16,South,Tom Nguyen,Weyland Partners,Antivirus 1y,Software,49,4,0.05,14.7,Closed Won
SO-11755,2024-07-16,West,Hannah Cohen,Soylent Partners,Design Suite,Software,599,4,0.1,179.7,Closed Won
SO-11520,2024-07-17,South,Marco Rossi,Stark Industries,"Monitor 27""",Hardware,329,3,0.0,236.88,Closed Won
SO-11545,2024-07-17,East,Sofia Lindqvist,Umbrella Holdings,Docking Station,Hardware,189,2,0.0,136.08,Closed Won
SO-10331,2024-07-18,West,Hannah Cohen,Pied Piper Group,Onsite Training,Services,1500,1,0.1,600.0,Closed Won
SO-10525,2024-07-18,East,Sofia Lindqvist,Tyrell LLC,Docking Station,Hardware,189,15,0.05,136.08,Closed Won
SO-11948,2024-07-18,East,Amaya Suzuki,Wonka GmbH,"Monitor 27""",Hardware,329,5,0.0,236.88,Closed Won
SO-11112,2024-07-19,North,Anna Becker,Black Mesa LLC,Docking Station,Hardware,189,1,0.0,136.08,Closed Won
SO-11355,2024-07-19,Central,Eva Schmidt,Globex Corp,Design Suite,Software,599,10,0.0,179.7,Closed Won
SO-11782,2024-07-19,North,Anna Becker,Gringotts Corp,Onsite Training,Services,1500,2,0.15,600.0,Closed Won
SO-10198,2024-07-20,North,Anna Becker,Oscorp Industries,Design Suite,Software,599,3,0.0,179.7,Closed Won
SO-10702,2024-07-20,West,Carlos Mendes,Rekall Partners,Office Suite,Software,199,3,0.0,59.7,Cancelled
SO-11114,2024-07-20,East,Amaya Suzuki,Pied Piper LLC,"Monitor 27""",Hardware,329,1,0.0,236.88,Closed Won
SO-10042,2024-07-21,Central,Eva Schmidt,Gringotts LLC,Onsite Training,Services,1500,4,0.0,600.0,Closed Won
SO-10207,2024-07-21,Central,Ravi Patel,Soylent Group,Design Suite,Software,599,2,0.0,179.7,Cancelled
SO-10414,2024-07-21,West,Hannah Cohen,Aperture Partners,Laptop Pro 14,Hardware,1299,1,0.0,935.28,Refunded
SO-11452,2024-07-22,North,Anna Becker,Wonka GmbH,"Monitor 27""",Hardware,329,1,0.05,236.88,Pending
SO-10320,2024-07-23,East,Sofia Lindqvist,Globex Corp,Mechanical Keyboard,Accessories,119,5,0.15,65.45,Closed Won
SO-10996,2024-07-23,West,Jin Wei,Cyberdyne Group,Premium Support,Services,899,1,0.15,359.6,Pending
SO-11330,2024-07-23,Central,Eva Schmidt,Acme Ltd,Setup Service,Services,249,2,0.1,99.6,Closed Won
SO-11906,2024-07-23,Central,Eva Schmidt,Stark Partners,Project Tracker,Software,129,1,0.0,38.7,Closed Won
SO-11116,2024-07-24,South,Yara Haddad,Vandelay Industries,Data Migration,Services,1200,1,0.0,480.0,Closed Won
SO-11614,2024-07-24,Central,Olivia Brown,Stark Partners,Desktop Mini,Hardware,899,5,0.05,647.28,Closed Won
SO-10294,2024-07-25,North,Anna Becker,Tyrell Partners,Data Migration,Services,1200,3,0.05,480.0,Closed Won
SO-11225,2024-07-25,South,Tom Nguyen,Oscorp GmbH,Mechanical Keyboard,Accessories,119,3,0.0,65.45,Refunded
SO-10121,2024-07-26,North,Anna Becker,Massive Dynamic Ltd,USB-C Hub,Accessories,59,2,0.2,32.45,Closed Won
SO-10232,2024-07-26,East,Daniel Park,Acme LLC,VPN 1y,Software,69,2,0.0,20.7,Closed Won
SO-10249,2024-07-26,West,Jin Wei,Stark Corp,VPN 1y,Software,69,1,0.0,20.7,Closed Won
SO-10253,2024-07-26,South,Yara Haddad,Initech Ltd,Design Suite,Software,599,1,0.0,179.7,Closed Won
SO-10482,2024-07-26,West,Jin Wei,Tyrell GmbH,Headset Pro,Accessories,149,1,0.0,81.95,Closed Won
SO-10811,2024-07-27,East,Daniel Park,Initech Group,Mechanical Keyboard,Accessories,119,8,0.05,65.45,Refunded
SO-11774,2024-07-27,East,Sofia Lindqvist,Gringotts GmbH,Onsite Training,Services,1500,1,0.0,600.0,Closed Won
SO-11757,2024-07-28,South,Marco Rossi,Acme Ltd,Setup Service,Services,249,10,0.0,99.6,Closed Won
SO-10085,2024-07-29,East,Sofia Lindqvist,Acme Ltd,Onsite Training,Services,1500,1,0.0,600.0,Closed Won
SO-11006,2024-07-29,West,Carlos Mendes,Massive Dynamic LLC,Onsite Training,Services,1500,10,0.1,600.0,Closed Won
SO-11113,2024-07-29,West,Jin Wei,Massive Dynamic Corp,Office Suite,Software,199,3,0.05,59.7,Closed Won
SO-11165,2024-07-29,Central,Ravi Patel,Acme Ltd,Project Tracker,Software,129,5,0.2,38.7,Closed Won
SO-11217,2024-07-29,East,Daniel Park,Black Mesa Ltd,"Monitor 27""",Hardware,329,25,0.0,236.88,Closed Won
SO-10129,2024-07-31,Central,Eva Schmidt,Weyland Partners,Onsite Training,Services,1500,5,0.2,600.0,Closed Won
SO-11195,2024-07-31,East,Daniel Park,Cyberdyne Group,Setup Service,Services,249,2,0.0,99.6,Closed Won
SO-11629,2024-07-31,West,Jin Wei,Massive Dynamic GmbH,Mechanical Keyboard,Accessories,119,1,0.0,65.45,Closed Won
SO-11923,2024-07-31,East,Daniel Park,Rekall Ltd,USB-C Hub,Accessories,59,1,0.15,32.45,Closed Won
SO-10770,2024-08-01,South,Yara Haddad,Gringotts Group,Wireless Mouse,Accessories,39,10,0.05,21.45,Cancelled
SO-11689,2024-08-01,Central,Ravi Patel,Gringotts Holdings,Mechanical Keyboard,Accessories,119,1,0.2,65.45,Cancelled
SO-10604,2024-08-02,South,Yara Haddad,Aperture Corp,Data Migration,Services,1200,1,0.0,480.0,Closed Won
SO-11071,2024-08-02,East,Daniel Park,Weyland Partners,Office Suite,Software,199,4,0.05,59.7,Cancelled
SO-11253,2024-08-02,Central,Olivia Brown,Massive Dynamic Corp,Design Suite,Software,599,5,0.05,179.7,Closed Won
SO-10392,2024-08-03,Central,Eva Schmidt,Initech Group,USB-C Hub,Accessories,59,1,0.0,32.45,Cancelled
SO-10646,2024-08-03,East,Sofia Lindqvist,Aperture Corp,VPN 1y,Software,69,1,0.0,20.7,Closed Won
SO-11436,2024-08-04,Central,Ravi Patel,Rekall Group,Setup Service,Services,249,25,0.2,99.6,Cancelled
SO-10378,2024-08-05,North,Anna Becker,Weyland Holdings,Data Migration,Services,1200,4,0.0,480.0,Closed Won
SO-10445,2024-08-05,South,Yara Haddad,Gringotts Corp,VPN 1y,Software,69,2,0.0,20.7,Pending
SO-10536,2024-08-05,Central,Ravi Patel,Vandelay LLC,Premium Support,Services,899,2,0.05,359.6,Closed Won
SO-10656,2024-08-05,North,Priya Sharma,Acme Partners,Headset Pro,Accessories,149,1,0.05,81.95,Pending
SO-10693,2024-08-05,East,Amaya Suzuki,Massive Dynamic LLC,Data Migration,Services,1200,8,0.0,480.0,Closed Won
SO-11028,2024-08-05,West,Jin Wei,Massive Dynamic Ltd,Design Suite,Software,599,2,0.0,179.7,Closed Won
SO-11439,2024-08-05,East,Sofia Lindqvist,Black Mesa Holdings,Design Suite,Software,599,2,0.0,179.7,Closed Won
SO-11473,2024-08-05,East,Amaya Suzuki,Black Mesa Corp,Data Migration,Services,1200,2,0.05,480.0,Closed Won
SO-11743,2024-08-05,North,Anna Becker,Tyrell GmbH,Laptop Pro 16,Hardware,1899,1,0.0,1367.28,Closed Won
SO-10026,2024-08-06,West,Hannah Cohen,Vandelay LLC,Onsite Training,Services,1500,25,0.0,600.0,Closed Won
SO-10311,2024-08-06,South,Tom Nguyen,Massive Dynamic LLC,Laptop Pro 14,Hardware,1299,3,0.0,935.28,Closed Won
SO-10519,2024-08-06,East,Sofia Lindqvist,Cyberdyne Corp,Laptop Pro 16,Hardware,1899,5,0.1,1367.28,Closed Won
SO-10757,2024-08-06,North,Priya Sharma,Massive Dynamic LLC,Onsite Training,Services,1500,2,0.1,600.0,Closed Won
SO-11467,2024-08-06,Central,Eva Schmidt,Oscorp Industries,Laptop Pro 14,Hardware,1299,2,0.05,935.28,Closed Won
SO-11478,2024-08-06,East,Daniel Park,Hooli GmbH,Mechanical Keyboard,Accessories,119,1,0.0,65.45,Closed Won
SO-11664,2024-08-06,East,Amaya Suzuki,Vandelay Corp,Setup Service,Services,249,2,0.1,99.6,Refunded
SO-10802,2024-08-07,Central,Eva Schmidt,Rekall Ltd,Webcam HD,Accessories,89,4,0.0,48.95,Cancelled
SO-10973,2024-08-07,East,Daniel Park,Pied Piper Holdings,Laptop Pro 16,Hardware,1899,1,0.0,1367.28,Closed Won
SO-11026,2024-08-07,West,Carlos Mendes,Vandelay LLC,Headset Pro,Accessories,149,4,0.0,81.95,Closed Won
SO-11167,2024-08-07,West,Jin Wei,Globex Group,Wireless Mouse,Accessories,39,1,0.0,21.45,Refunded
SO-11877,2024-08-07,Central,Eva Schmidt,Stark Holdings,Webcam HD,Accessories,89,10,0.0,48.95,Pending
SO-10924,2024-08-08,West,Carlos Mendes,Pied Piper LLC,VPN 1y,Software,69,3,0.0,20.7,Closed Won
SO-10984,2024-08-08,East,Daniel Park,Wayne Corp,Premium Support,Services,899,1,0.05,359.6,Closed Won
SO-11762,2024-08-08,East,Daniel Park,Gringotts Group,Laptop Pro 16,Hardware,1899,4,0.0,1367.28,Closed Won
SO-11895,2024-08-08,West,Jin Wei,Umbrella Corp,Headset Pro,Accessories,149,2,0.2,81.95,Closed Won
SO-11940,2024-08-08,North,Priya Sharma,Globex GmbH,Webcam HD,Accessories,89,1,0.0,48.95,Closed Won
SO-10146,2024-08-09,South,Marco Rossi,Acme Ltd,"Monitor 32""",Hardware,549,8,0.1,395.28,Closed Won
SO-10270,2024-08-09,Central,Eva Schmidt,Cyberdyne Group,VPN 1y,Software,69,4,0.0,20.7,Closed Won
SO-10431,2024-08-09,South,Marco Rossi,Wonka LLC,Webcam HD,Accessories,89,3,0.05,48.95,Closed Won
SO-11151,2024-08-09,West,Hannah Cohen,Black Mesa Holdings,USB-C Hub,Accessories,59,1,0.0,32.45,Closed Won
SO-11792,2024-08-09,Central,Ravi Patel,Globex Corp,Docking Station,Hardware,189,1,0.05,136.08,Closed Won
SO-11350,2024-08-10,Central,Eva Schmidt,Weyland Partners,Laptop Pro 16,Hardware,1899,8,0.05,1367.28,Closed Won
SO-11458,2024-08-10,North,Liam O'Connor,Weyland Industries,Office Suite,Software,199,3,0.1,59.7,Pending
SO-11059,2024-08-11,West,Hannah Cohen,Stark Holdings,Antivirus 1y,Software,49,3,0.0,14.7,Closed Won
SO-11634,2024-08-11,North,Liam O'Connor,Aperture Corp,"Monitor 32""",Hardware,549,2,0.0,395.28,Closed Won
SO-11988,2024-08-11,East,Amaya Suzuki,Massive Dynamic GmbH,Design Suite,Software,599,5,0.05,179.7,Closed Won
SO-10104,2024-08-12,North,Priya Sharma,Rekall Ltd,Wireless Mouse,Accessories,39,15,0.0,21.45,Closed Won
SO-10137,2024-08-12,South,Marco Rossi,Stark Corp,Antivirus 1y,Software,49,3,0.0,14.7,Refunded
SO-11978,2024-08-12,East,Daniel Park,Rekall Corp,Onsite Training,Services,1500,8,0.15,600.0,Closed Won
SO-10027,2024-08-13,West,Carlos Mendes,Wonka Industries,Antivirus 1y,Software,49,5,0.0,14.7,Closed Won
SO-10063,2024-08-14,North,Anna Becker,Oscorp GmbH,Project Tracker,Software,129,5,0.15,38.7,Pending
SO-10869,2024-08-14,East,Amaya Suzuki,Cyberdyne Corp,Wireless Mouse,Accessories,39,2,0.2,21.45,Pending
SO-11008,2024-08-14,West,Jin Wei,Stark Industries,Antivirus 1y,Software,49,2,0.0,14.7,Closed Won
SO-10029,2024-08-15,West,Jin Wei,Massive Dynamic Group,Wireless Mouse,Accessories,39,1,0.1,21.45,Closed Won
SO-10628,2024-08-15,South,Tom Nguyen,Tyrell Holdings,USB-C Hub,Accessories,59,1,0.15,32.45,Closed Won
SO-11835,2024-08-15,East,Daniel Park,Black Mesa Group,"Monitor 32""",Hardware,549,1,0.0,395.28,Closed Won
SO-11578,2024-08-17,West,Hannah Cohen,Black Mesa Group,Premium Support,Services,899,3,0.0,359.6,Closed Won
SO-11650,2024-08-18,North,Liam O'Connor,Tyrell GmbH,Headset Pro,Accessories,149,3,0.1,81.95,Closed Won
SO-11802,2024-08-18,Central,Ravi Patel,Wayne Holdings,Laptop Pro 14,Hardware,1299,3,0.1,935.28,Closed Won
SO-10229,2024-08-19,North,Anna Becker,Vandelay Corp,Setup Service,Services,249,8,0.1,99.6,Closed Won
SO-10496,2024-08-19,Central,Olivia Brown,Soylent Group,Onsite Training,Services,1500,10,0.0,600.0,Pending
SO-10749,2024-08-19,East,Sofia Lindqvist,Globex Corp,Data Migration,Services,1200,2,0.1,480.0,Closed Won
SO-11238,2024-08-19,South,Yara Haddad,Aperture Holdings,Webcam HD,Accessories,89,3,0.2,48.95,Closed Won
SO-11332,2024-08-19,South,Tom Nguyen,Globex LLC,Antivirus 1y,Software,49,8,0.2,14.7,Closed Won
SO-10196,2024-08-20,West,Hannah Cohen,Tyrell Holdings,Office Suite,Software,199,8,0.1,59.7,Closed Won
SO-11981,2024-08-20,West,Jin Wei,Gringotts Holdings,Laptop Pro 14,Hardware,1299,1,0.0,935.28,Closed Won
SO-12000,2024-08-20,South,Yara Haddad,Soylent Group,Antivirus 1y,Software,49,1,0.0,14.7,Closed Won
SO-10019,2024-08-22,West,Jin Wei,Aperture Partners,Setup Service,Services,249,1,0.0,99.6,Refunded
SO-10139,2024-08-22,West,Carlos Mendes,Massive Dynamic Industries,USB-C Hub,Accessories,59,10,0.0,32.45,Closed Won
SO-10150,2024-08-22,East,Sofia Lindqvist,Stark Partners,Design Suite,Software,599,5,0.15,179.7,Cancelled
SO-10507,2024-08-22,North,Priya Sharma,Soylent GmbH,Design Suite,Software,599,2,0.05,179.7,Closed Won
SO-11810,2024-08-22,South,Yara Haddad,Initech Group,Laptop Pro 16,Hardware,1899,3,0.0,1367.28,Pending
SO-11865,2024-08-22,West,Carlos Mendes,Massive Dynamic LLC,"Monitor 27""",Hardware,329,5,0.2,236.88,Closed Won
SO-10674,2024-08-23,East,Amaya Suzuki,Umbrella Holdings,"Monitor 27""",Hardware,329,3,0.1,236.88,Closed Won
SO-10943,2024-08-23,Central,Eva Schmidt,Pied Piper LLC,Onsite Training,Services,1500,5,0.0,600.0,Closed Won
SO-11065,2024-08-23,South,Tom Nguyen,Weyland Industries,"Monitor 32""",Hardware,549,3,0.0,395.28,Closed Won
SO-10064,2024-08-24,West,Jin Wei,Initech Industries,Data Migration,Services,1200,1,0.2,480.0,Closed Won
SO-10817,2024-08-25,Central,Eva Schmidt,Globex Group,Mechanical Keyboard,Accessories,119,3,0.0,65.45,Closed Won
SO-10880,2024-08-25,North,Priya Sharma,Globex LLC,Project Tracker,Software,129,15,0.05,38.7,Closed Won
SO-11342,2024-08-25,East,Sofia Lindqvist,Globex Corp,Desktop Mini,Hardware,899,4,0.05,647.28,Closed Won
SO-11434,2024-08-26,Central,Olivia Brown,Aperture GmbH,Premium Support,Services,899,3,0.15,359.6,Cancelled
SO-11623,2024-08-26,West,Carlos Mendes,Vandelay LLC,Antivirus 1y,Software,49,10,0.0,14.7,Closed Won
SO-10763,2024-08-27,East,Daniel Park,Gringotts Group,Webcam HD,Accessories,89,2,0.0,48.95,Closed Won
SO-11361,2024-08-27,West,Jin Wei,Massive Dynamic Group,"Monitor 32""",Hardware,549,5,0.0,395.28,Closed Won
SO-10508,2024-08-28,East,Amaya Suzuki,Globex Corp,Data Migration,Services,1200,4,0.0,480.0,Cancelled
SO-10905,2024-08-28,West,Carlos Mendes,Pied Piper LLC,Desktop Mini,Hardware,899,5,0.0,647.28,Closed Won
SO-11532,2024-08-28,South,Marco Rossi,Black Mesa Holdings,"Monitor 27""",Hardware,329,3,0.2,236.88,Pending
SO-11842,2024-08-28,North,Anna Becker,Massive Dynamic GmbH,Mechanical Keyboard,Accessories,119,3,0.0,65.45,Closed Won
SO-10489,2024-08-29,North,Priya Sharma,Initech Industries,"Monitor 27""",Hardware,329,1,0.05,236.88,Pending
SO-10841,2024-08-29,West,Jin Wei,Tyrell LLC,Project Tracker,Software,129,5,0.0,38.7,Closed Won
SO-10650,2024-08-30,South,Yara Haddad,Black Mesa Ltd,USB-C Hub,Accessories,59,2,0.0,32.45,Closed Won
SO-10760,2024-08-30,North,Priya Sharma,Soylent Group,Laptop Pro 16,Hardware,1899,3,0.2,1367.28,Closed Won
SO-10790,2024-08-30,Central,Ravi Patel,Vandelay Corp,Setup Service,Services,249,3,0.2,99.6,Closed Won
SO-11316,2024-08-30,South,Yara Haddad,Rekall Partners,Project Tracker,Software,129,3,0.0,38.7,Pending
SO-10309,2024-08-31,Central,Eva Schmidt,Wonka Industries,Headset Pro,Accessories,149,3,0.15,81.95,Closed Won
SO-10349,2024-08-31,Central,Eva Schmidt,Wonka Group,Desktop Mini,Hardware,899,3,0.0,647.28,Closed Won
SO-10936,2024-08-31,East,Amaya Suzuki,Weyland Holdings,Mechanical Keyboard,Accessories,119,4,0.05,65.45,Closed Won
SO-11051,2024-08-31,Central,Eva Schmidt,Pied Piper Group,"Monitor 32""",Hardware,549,2,0.05,395.28,Closed Won
SO-11646,2024-09-02,South,Marco Rossi,Gringotts Group,Design Suite,Software,599,3,0.0,179.7,Pending
SO-11836,2024-09-02,North,Liam O'Connor,Massive Dynamic LLC,Desktop Mini,Hardware,899,1,0.1,647.28,Closed Won
SO-10061,2024-09-03,West,Jin Wei,Gringotts Corp,Laptop Pro 14,Hardware,1299,2,0.0,935.28,Closed Won
SO-10304,2024-09-03,North,Liam O'Connor,Weyland Holdings,Setup Service,Services,249,1,0.05,99.6,Closed Won
SO-10335,2024-09-03,West,Carlos Mendes,Soylent Partners,USB-C Hub,Accessories,59,4,0.0,32.45,Closed Won
SO-10505,2024-09-03,East,Sofia Lindqvist,Cyberdyne Group,VPN 1y,Software,69,3,0.0,20.7,Closed Won
SO-11255,2024-09-03,South,Marco Rossi,Acme LLC,VPN 1y,Software,69,3,0.15,20.7,Closed Won
SO-10630,2024-09-04,Central,Eva Schmidt,Stark Holdings,Office Suite,Software,199,3,0.2,59.7,Cancelled
SO-11068,2024-09-04,West,Carlos Mendes,Wonka Group,Wireless Mouse,Accessories,39,5,0.2,21.45,Closed Won
SO-10705,2024-09-05,South,Yara Haddad,Vandelay Industries,Laptop Pro 14,Hardware,1299,1,0.0,935.28,Closed Won
SO-10950,2024-09-05,East,Daniel Park,Black Mesa Corp,Office Suite,Software,199,3,0.0,59.7,Closed Won
SO-11083,2024-09-05,East,Sofia Lindqvist,Wonka Ltd,Docking Station,Hardware,189,5,0.0,136.08,Closed Won
SO-11639,2024-09-06,East,Amaya Suzuki,Pied Piper Group,Mechanical Keyboard,Accessories,119,3,0.15,65.45,Closed Won
SO-11748,2024-09-07,Central,Olivia Brown,Soylent Partners,Premium Support,Services,899,2,0.0,359.6,Closed Won
SO-11780,2024-09-07,South,Tom Nguyen,Wonka Industries,Wireless Mouse,Accessories,39,4,0.0,21.45,Closed Won
SO-11815,2024-09-07,South,Tom Nguyen,Massive Dynamic Ltd,Webcam HD,Accessories,89,1,0.0,48.95,Pending
SO-10128,2024-09-08,East,Daniel Park,Wayne Corp,VPN 1y,Software,69,10,0.15,20.7,Closed Won
SO-10554,2024-09-08,West,Carlos Mendes,Black Mesa Holdings,Wireless Mouse,Accessories,39,2,0.0,21.45,Cancelled
SO-10805,2024-09-09,South,Yara Haddad,Initech Ltd,Antivirus 1y,Software,49,10,0.0,14.7,Closed Won
SO-10946,2024-09-09,South,Yara Haddad,Wonka Ltd,Premium Support,Services,899,2,0.05,359.6,Closed Won
SO-11251,2024-09-09,South,Tom Nguyen,Pied Piper Holdings,"Monitor 32""",Hardware,549,5,0.0,395.28,Closed Won
SO-11291,2024-09-10,South,Tom Nguyen,Wonka Group,"Monitor 27""",Hardware,329,2,0.0,236.88,Closed Won
SO-10091,2024-09-11,West,Hannah Cohen,Massive Dynamic LLC,Webcam HD,Accessories,89,1,0.2,48.95,Closed Won
SO-11563,2024-09-11,East,Sofia Lindqvist,Stark Partners,Office Suite,Software,199,4,0.0,59.7,Pending
SO-10167,2024-09-12,West,Jin Wei,Wonka GmbH,Premium Support,Services,899,2,0.0,359.6,Pending
SO-10633,2024-09-12,South,Yara Haddad,Wayne Holdings,Project Tracker,Software,129,2,0.0,38.7,Cancelled
SO-11873,2024-09-12,East,Sofia Lindqvist,Stark Corp,Antivirus 1y,Software,49,2,0.1,14.7,Closed Won
SO-10247,2024-09-13,East,Amaya Suzuki,Soylent GmbH,Setup Service,Services,249,5,0.0,99.6,Cancelled
SO-10479,2024-09-13,West,Carlos Mendes,Acme Partners,Data Migration,Services,1200,2,0.0,480.0,Closed Won
SO-11517,2024-09-13,South,Tom Nguyen,Tyrell Ltd,Setup Service,Services,249,2,0.05,99.6,Closed Won
SO-11486,2024-09-14,Central,Ravi Patel,Soylent Partners,Antivirus 1y,Software,49,8,0.0,14.7,Closed Won
SO-11761,2024-09-14,Central,Eva Schmidt,Hooli GmbH,Onsite Training,Services,1500,1,0.0,600.0,Closed Won
SO-11945,2024-09-14,East,Sofia Lindqvist,Soylent Group,Office Suite,Software,199,2,0.15,59.7,Closed Won
SO-10039,2024-09-15,East,Sofia Lindqvist,Weyland GmbH,Wireless Mouse,Accessories,39,1,0.05,21.45,Closed Won
SO-10458,2024-09-15,South,Tom Nguyen,Oscorp Industries,Headset Pro,Accessories,149,8,0.1,81.95,Pending
SO-10107,2024-09-16,West,Carlos Mendes,Umbrella Holdings,Premium Support,Services,899,2,0.0,359.6,Closed Won
SO-10151,2024-09-16,West,Carlos Mendes,Weyland GmbH,USB-C Hub,Accessories,59,1,0.15,32.45,Pending
SO-10221,2024-09-16,South,Marco Rossi,Initech Industries,Mechanical Keyboard,Accessories,119,15,0.05,65.45,Closed Won
